,Territory,Language,Speakers,Population%,Literacy%,Written%,Latitude,Longitude
830,New Caledonia,French,280.0,96.0,96.0,96.0,-20.904305,165.618042
831,New Zealand,English,4800000.0,98.0,99.0,99.0,-40.900557,174.885971
832,New Zealand,Maori,140.0,2.8,99.0,99.0,-40.900557,174.885971
833,Nicaragua,Spanish,4800000.0,78.0,78.0,78.0,12.865416,-85.207229
834,Niger,Hausa,9300000.0,41.0,29.0,29.0,17.607789,8.081666
835,Niger,French,6600000.0,29.0,29.0,29.0,17.607789,8.081666
836,Niger,Zarma,3900000.0,17.0,29.0,29.0,17.607789,8.081666
837,Niger,Central-Eastern Niger Fulfulde,1600000.0,7.0,29.0,29.0,17.607789,8.081666
838,Niger,Tamashek,1400000.0,6.0,29.0,29.0,17.607789,8.081666
839,Niger,Arabic,48.0,0.21,29.0,29.0,17.607789,8.081666
840,Niger,Tasawaq,8.0,35.0,29.0,29.0,17.607789,8.081666
841,Niger,Fulah,0.0,0.0,,,17.607789,8.081666
842,Niger,Fulah (Adlam),0.0,0.0,,,17.607789,8.081666
843,Nigeria,English,110000000.0,53.0,61.0,61.0,9.081999,8.675277
844,Nigeria,Nigerian Pidgin,45000000.0,21.0,61.0,61.0,9.081999,8.675277
845,Nigeria,Hausa,28000000.0,13.0,61.0,61.0,9.081999,8.675277
846,Nigeria,Igbo,28000000.0,13.0,61.0,61.0,9.081999,8.675277
847,Nigeria,Yoruba,28000000.0,13.0,61.0,61.0,9.081999,8.675277
848,Nigeria,Nigerian Fulfulde,14000000.0,6.7,20.0,20.0,9.081999,8.675277
849,Nigeria,Tiv,3400000.0,1.6,25.0,25.0,9.081999,8.675277
850,Nigeria,Efik,3000000.0,1.4,61.0,61.0,9.081999,8.675277
851,Nigeria,Ibibio,3000000.0,1.4,61.0,61.0,9.081999,8.675277
852,Nigeria,Hausa (Arabic),2100000.0,1.0,61.0,61.0,9.081999,8.675277
853,Nigeria,Bini,1500000.0,0.71,61.0,61.0,9.081999,8.675277
854,Nigeria,Jju,450.0,0.21,61.0,61.0,9.081999,8.675277
855,Nigeria,Tyap,200.0,93.0,61.0,61.0,9.081999,8.675277
856,Nigeria,Arabic,150.0,71.0,61.0,61.0,9.081999,8.675277
857,Nigeria,Atsam,45.0,21.0,61.0,61.0,9.081999,8.675277
858,Nigeria,Amo,19.0,87.0,61.0,61.0,9.081999,8.675277
859,Nigeria,Fulah,0.0,0.0,,,9.081999,8.675277
860,Nigeria,Fulah (Adlam),0.0,0.0,,,9.081999,8.675277
861,Niue,English,11.0,56.0,95.0,95.0,-19.054445,-169.867233
862,Niue,Niuean,11.0,56.0,95.0,95.0,-19.054445,-169.867233
863,Norfolk Island,English,17.0,96.0,99.0,99.0,-29.040835,167.954712
864,North Korea,Korean,23000000.0,88.0,100.0,100.0,40.339852,127.510093
865,Northern Mariana Islands,English,50.0,97.0,97.0,97.0,17.33083,145.38469
866,Northern Mariana Islands,Chamorro,93.0,18.0,97.0,97.0,17.33083,145.38469
867,Norway,Norwegian Bokmål,5500000.0,100.0,100.0,100.0,60.472024,8.468946
868,Norway,Norwegian Nynorsk,1400000.0,25.0,100.0,100.0,60.472024,8.468946
869,Norway,Northern Sami,16.0,0.29,100.0,100.0,60.472024,8.468946
870,Oman,Arabic,3800000.0,81.0,87.0,87.0,21.512583,55.923255
871,Oman,Baluchi,230.0,4.9,87.0,87.0,21.512583,55.923255
872,Oman,Persian,44.0,0.94,87.0,87.0,21.512583,55.923255
873,Pakistan,Urdu,220000000.0,95.0,55.0,55.0,30.375321,69.345116
874,Pakistan,Punjabi (Arabic),160000000.0,70.0,55.0,55.0,30.375321,69.345116
875,Pakistan,English,120000000.0,50.0,55.0,55.0,30.375321,69.345116
876,Pakistan,Lahnda,93000000.0,40.0,55.0,55.0,30.375321,69.345116
877,Pakistan,Pashto,35000000.0,15.0,55.0,55.0,30.375321,69.345116
878,Pakistan,Sindhi,28000000.0,12.0,55.0,55.0,30.375321,69.345116
879,Pakistan,Saraiki,21000000.0,9.1,1.0,1.0,30.375321,69.345116
880,Pakistan,Baluchi,8600000.0,3.7,55.0,55.0,30.375321,69.345116
881,Pakistan,Brahui,3000000.0,1.3,55.0,55.0,30.375321,69.345116
882,Pakistan,Northern Hindko,2800000.0,1.2,55.0,55.0,30.375321,69.345116
883,Pakistan,Persian,1500000.0,0.66,55.0,55.0,30.375321,69.345116
884,Pakistan,Western Balochi,1300000.0,0.57,55.0,5.0,30.375321,69.345116
885,Pakistan,Southern Hindko,960.0,0.41,55.0,55.0,30.375321,69.345116
886,Pakistan,Tajik (Arabic),770.0,0.33,55.0,55.0,30.375321,69.345116
887,Pakistan,Gujari,470.0,0.2,55.0,55.0,30.375321,69.345116
888,Pakistan,Balti,420.0,0.18,55.0,55.0,30.375321,69.345116
889,Pakistan,Parkari Koli,370.0,0.16,55.0,55.0,30.375321,69.345116
890,Pakistan,Khowar,350.0,0.15,55.0,55.0,30.375321,69.345116
891,Pakistan,Indus Kohistani,330.0,0.14,55.0,55.0,30.375321,69.345116
892,Pakistan,Kachi Koli,260.0,0.11,55.0,55.0,30.375321,69.345116
893,Pakistan,Wadiyara Koli,260.0,0.11,55.0,55.0,30.375321,69.345116
894,Pakistan,Kashmiri,160.0,69.0,55.0,55.0,30.375321,69.345116
895,Pakistan,Torwali,120.0,53.0,55.0,55.0,30.375321,69.345116
896,Pakistan,Bateri,44.0,19.0,55.0,55.0,30.375321,69.345116
897,Palau,Palauan,16.0,74.0,92.0,92.0,7.51498,134.58252
898,Palau,English,19.0,8.7,92.0,92.0,7.51498,134.58252
899,Palestinian Territories,Arabic,4800000.0,100.0,95.0,95.0,31.952162,35.233154
900,Panama,Spanish,2700000.0,69.0,94.0,94.0,8.537981,-80.782127
901,Panama,English,550.0,14.0,94.0,94.0,8.537981,-80.782127
902,Panama,Traditional Chinese,58.0,0.15,94.0,94.0,8.537981,-80.782127
903,Papua New Guinea,Tok Pisin,5200000.0,71.0,45.0,45.0,-6.314993,143.95555
904,Papua New Guinea,English,3600000.0,50.0,62.0,62.0,-6.314993,143.95555
905,Papua New Guinea,Hiri Motu,150.0,2.1,62.0,5.0,-6.314993,143.95555
906,Paraguay,Guarani,5800000.0,80.0,94.0,94.0,-23.442503,-58.443832
907,Paraguay,Spanish,230.0,3.2,94.0,94.0,-23.442503,-58.443832
908,Paraguay,German,210.0,2.9,94.0,94.0,-23.442503,-58.443832
909,Peru,Spanish,23000000.0,73.0,90.0,90.0,-9.189967,-75.015152
910,Peru,Quechua,4800000.0,15.0,90.0,90.0,-9.189967,-75.015152
911,Peru,Aymara,510.0,1.6,90.0,90.0,-9.189967,-75.015152
912,Philippines,English,70000000.0,64.0,95.0,95.0,12.879721,121.774017
913,Philippines,Filipino,66000000.0,60.0,95.0,95.0,12.879721,121.774017
914,Philippines,Spanish,34000000.0,31.0,95.0,95.0,12.879721,121.774017
915,Philippines,Cebuano,26000000.0,24.0,13.0,13.0,12.879721,121.774017
916,Philippines,Iloko,10000000.0,9.6,10.0,10.0,12.879721,121.774017
917,Philippines,Hiligaynon,9200000.0,8.4,8.0,8.0,12.879721,121.774017
918,Philippines,Bikol,3300000.0,3.0,95.0,95.0,12.879721,121.774017
919,Philippines,Waray,3200000.0,2.9,95.0,95.0,12.879721,121.774017
920,Philippines,West Albay Bikol,2500000.0,2.3,95.0,95.0,12.879721,121.774017
921,Philippines,Pampanga,2500000.0,2.3,95.0,95.0,12.879721,121.774017
922,Philippines,Pangasinan,1500000.0,1.4,95.0,95.0,12.879721,121.774017
923,Philippines,Maguindanaon,1300000.0,1.2,95.0,95.0,12.879721,121.774017
924,Philippines,Tausug,1200000.0,1.1,95.0,95.0,12.879721,121.774017
925,Philippines,Traditional Chinese,800.0,0.73,95.0,95.0,12.879721,121.774017
926,Philippines,Capiznon,720.0,0.66,95.0,95.0,12.879721,121.774017
927,Philippines,Kinaray-a,430.0,0.39,95.0,95.0,12.879721,121.774017
928,Philippines,Rinconada Bikol,310.0,0.28,95.0,95.0,12.879721,121.774017
929,Philippines,Hanunoo,17.0,16.0,95.0,95.0,12.879721,121.774017
930,Philippines,Tagbanwa,10.0,92.0,36.0,36.0,12.879721,121.774017
931,Philippines,Buhid,8.0,73.0,95.0,95.0,12.879721,121.774017
932,Pitcairn Islands,English,46.0,92.0,99.0,99.0,-24.703615,-127.439308
933,Poland,Polish,37000000.0,96.0,100.0,100.0,51.919438,19.145136
934,Poland,English,13000000.0,33.0,100.0,100.0,51.919438,19.145136
935,Poland,German,7300000.0,19.0,100.0,100.0,51.919438,19.145136
936,Poland,Russian,6900000.0,18.0,100.0,100.0,51.919438,19.145136
937,Poland,Silesian,500.0,1.3,100.0,100.0,51.919438,19.145136
938,Poland,Belarusian,220.0,0.58,100.0,100.0,51.919438,19.145136
939,Poland,Ukrainian,150.0,0.39,100.0,100.0,51.919438,19.145136
940,Poland,Kashubian,50.0,0.13,100.0,100.0,51.919438,19.145136
941,Poland,Lower Silesian,12.0,31.0,100.0,100.0,51.919438,19.145136
942,Poland,Lithuanian,8.0,21.0,100.0,100.0,51.919438,19.145136
943,Portugal,Portuguese,9900000.0,96.0,95.0,95.0,39.399872,-8.224454
944,Portugal,English,2800000.0,27.0,95.0,95.0,39.399872,-8.224454
945,Portugal,French,1500000.0,15.0,95.0,95.0,39.399872,-8.224454
946,Portugal,Spanish,1000000.0,10.0,95.0,95.0,39.399872,-8.224454
947,Portugal,Galician,14.0,0.14,95.0,95.0,39.399872,-8.224454
948,Puerto Rico,Spanish,2800000.0,87.0,90.0,90.0,18.220833,-66.590149
949,Puerto Rico,English,1600000.0,49.0,90.0,90.0,18.220833,-66.590149
950,Qatar,Arabic,2200000.0,89.0,96.0,96.0,25.354826,51.183884
951,Qatar,Persian,270.0,11.0,96.0,96.0,25.354826,51.183884
952,Qatar,Malayalam,66.0,0.27,96.0,96.0,25.354826,51.183884
953,Réunion,French,700.0,89.0,88.0,88.0,-21.115141,55.536384
954,Réunion,Réunion Creole French,560.0,71.0,88.0,88.0,-21.115141,55.536384
955,Réunion,Tamil,120.0,15.0,88.0,88.0,-21.115141,55.536384
956,Romania,Romanian,19000000.0,90.0,98.0,98.0,45.943161,24.96676
957,Romania,English,6600000.0,31.0,98.0,98.0,45.943161,24.96676
958,Romania,French,3600000.0,17.0,98.0,98.0,45.943161,24.96676
959,Romania,Spanish,2100000.0,10.0,98.0,98.0,45.943161,24.96676
960,Romania,Hungarian,1400000.0,6.6,98.0,98.0,45.943161,24.96676
961,Romania,German,45.0,0.21,98.0,98.0,45.943161,24.96676
962,Romania,Turkish,28.0,0.13,98.0,98.0,45.943161,24.96676
963,Romania,Serbian (Latin),26.0,0.12,98.0,98.0,45.943161,24.96676
964,Romania,Bulgarian,68.0,32.0,98.0,98.0,45.943161,24.96676
965,Romania,Greek,4.0,19.0,98.0,98.0,45.943161,24.96676
966,Romania,Polish,28.0,13.0,98.0,98.0,45.943161,24.96676
967,Russia,Russian,130000000.0,94.0,100.0,100.0,61.52401,105.318756
968,Russia,Tatar,2000000.0,1.4,100.0,100.0,61.52401,105.318756
969,Russia,Bashkir,1800000.0,1.3,100.0,100.0,61.52401,105.318756
970,Russia,Chuvash,1800000.0,1.3,100.0,100.0,61.52401,105.318756
971,Russia,Armenian,1200000.0,0.84,50.0,50.0,61.52401,105.318756
972,Russia,Chechen,940.0,0.66,100.0,100.0,61.52401,105.318756
973,Russia,Avaric,550.0,0.39,100.0,100.0,61.52401,105.318756
974,Russia,Udmurt,540.0,0.38,100.0,100.0,61.52401,105.318756
975,Russia,Mari,520.0,0.37,100.0,100.0,61.52401,105.318756
976,Russia,Ossetic,450.0,0.32,100.0,100.0,61.52401,105.318756
977,Russia,Sakha,450.0,0.32,100.0,100.0,61.52401,105.318756
978,Russia,Kabardian,440.0,0.31,100.0,100.0,61.52401,105.318756
979,Russia,Erzya,440.0,0.31,100.0,100.0,61.52401,105.318756
980,Russia,Dargwa,370.0,0.26,100.0,100.0,61.52401,105.318756
981,Russia,Buriat,310.0,0.22,100.0,100.0,61.52401,105.318756
982,Russia,Moksha,300.0,0.21,100.0,100.0,61.52401,105.318756
983,Russia,Kumyk,280.0,0.2,100.0,100.0,61.52401,105.318756
984,Russia,Komi,260.0,0.18,100.0,100.0,61.52401,105.318756
985,Russia,Lezghian,260.0,0.18,100.0,100.0,61.52401,105.318756
986,Russia,Karachay-Balkar,240.0,0.17,100.0,100.0,61.52401,105.318756
987,Russia,Ingush,230.0,0.16,100.0,100.0,61.52401,105.318756
988,Russia,Tuvinian,180.0,0.13,100.0,100.0,61.52401,105.318756
989,Russia,Azerbaijani (Cyrillic),130.0,93.0,100.0,100.0,61.52401,105.318756
990,Russia,Adyghe,120.0,88.0,100.0,100.0,61.52401,105.318756
991,Russia,Karelian,120.0,82.0,100.0,100.0,61.52401,105.318756
992,Russia,Lak,110.0,78.0,100.0,100.0,61.52401,105.318756
993,Russia,Komi-Permyak,64.0,45.0,100.0,100.0,61.52401,105.318756
994,Russia,Western Mari,30.0,21.0,100.0,100.0,61.52401,105.318756
995,Russia,Southern Altai,20.0,14.0,100.0,100.0,61.52401,105.318756
996,Russia,Finnish,17.0,12.0,100.0,100.0,61.52401,105.318756
997,Russia,Serbian (Latin),5.0,35.0,100.0,100.0,61.52401,105.318756
998,Russia,Veps,35.0,25.0,100.0,100.0,61.52401,105.318756
999,Russia,Mongolian,21.0,15.0,100.0,100.0,61.52401,105.318756
1000,Russia,Ingrian,140.0,10.0,100.0,100.0,61.52401,105.318756
1001,Russia,Church Slavic,0.0,0.0,,,61.52401,105.318756
1002,Russia,Votic,0.0,0.0,,,61.52401,105.318756
1003,Rwanda,Kinyarwanda,9800000.0,77.0,71.0,71.0,-1.940278,29.873888
1004,Rwanda,English,1900000.0,15.0,71.0,71.0,-1.940278,29.873888
1005,Rwanda,French,23.0,18.0,71.0,71.0,-1.940278,29.873888
1006,Samoa,Samoan,200.0,100.0,99.0,99.0,-13.759029,-172.104629
1007,Samoa,English,43.0,2.1,99.0,99.0,-13.759029,-172.104629
1008,San Marino,Italian,30.0,89.0,96.0,96.0,43.94236,12.457777
1009,San Marino,Esperanto,300.0,0.88,96.0,96.0,43.94236,12.457777
1010,Saudi Arabia,Arabic,34000000.0,100.0,87.0,87.0,23.885942,45.079162
1011,Saudi Arabia,Najdi Arabic,1000000.0,3.0,87.0,5.0,23.885942,45.079162
1012,Senegal,Wolof,11000000.0,70.0,50.0,50.0,14.497401,-14.452362
1013,Senegal,French,6100000.0,39.0,100.0,100.0,14.497401,-14.452362
1014,Senegal,Fulah,3300000.0,21.0,50.0,50.0,14.497401,-14.452362
1015,Senegal,Serer,1700000.0,11.0,50.0,50.0,14.497401,-14.452362
1016,Senegal,Jola-Fonyi,410.0,2.6,10.0,10.0,14.497401,-14.452362
1017,Senegal,Saafi-Saafi,240.0,1.5,50.0,50.0,14.497401,-14.452362
1018,Senegal,Mandjak,120.0,0.77,10.0,10.0,14.497401,-14.452362
1019,Senegal,Balanta-Ganja,96.0,0.61,100.0,100.0,14.497401,-14.452362
1020,Senegal,Noon,38.0,0.24,10.0,10.0,14.497401,-14.452362
1021,Senegal,Mankanya,33.0,0.21,10.0,10.0,14.497401,-14.452362
1022,Senegal,Bassari,15.0,97.0,10.0,10.0,14.497401,-14.452362
1023,Senegal,Hassaniyya,72.0,46.0,10.0,10.0,14.497401,-14.452362
1024,Senegal,Ménik,33.0,21.0,10.0,10.0,14.497401,-14.452362
1025,Senegal,Fulah (Adlam),0.0,0.0,,,14.497401,-14.452362
1026,Serbia,Serbian,6900000.0,99.0,98.0,98.0,44.016521,21.005859
1027,Serbia,Serbian (Latin),6900000.0,99.0,98.0,5.0,44.016521,21.005859
1028,Serbia,Albanian,1300000.0,19.0,98.0,98.0,44.016521,21.005859
1029,Serbia,Hungarian,340.0,4.8,98.0,98.0,44.016521,21.005859
1030,Serbia,Romanian,150.0,2.1,98.0,98.0,44.016521,21.005859
1031,Serbia,Croatian,65.0,0.93,98.0,98.0,44.016521,21.005859
1032,Serbia,Slovak,60.0,0.85,98.0,98.0,44.016521,21.005859
1033,Serbia,Ukrainian,0.0,0.0,,,44.016521,21.005859
1034,Seychelles,Seselwa Creole French,94.0,98.0,92.0,92.0,-4.679574,55.491977
1035,Seychelles,French,58.0,60.0,92.0,92.0,-4.679574,55.491977
1036,Seychelles,English,36.0,38.0,92.0,92.0,-4.679574,55.491977
1037,Sierra Leone,Krio,6300000.0,95.0,43.0,43.0,8.460555,-11.779889
1038,Sierra Leone,English,2300000.0,35.0,43.0,43.0,8.460555,-11.779889
1039,Sierra Leone,Mende,1800000.0,27.0,43.0,43.0,8.460555,-11.779889
1040,Sierra Leone,Timne,1700000.0,26.0,6.0,6.0,8.460555,-11.779889
1041,Sierra Leone,Fulah,0.0,0.0,,,8.460555,-11.779889
1042,Sierra Leone,Fulah (Adlam),0.0,0.0,,,8.460555,-11.779889
1043,Singapore,English,5800000.0,93.0,96.0,96.0,1.352083,103.819836
1044,Singapore,Chinese,4800000.0,77.0,96.0,96.0,1.352083,103.819836
1045,Singapore,Malay,870.0,14.0,96.0,96.0,1.352083,103.819836
1046,Singapore,Tamil,130.0,2.1,96.0,96.0,1.352083,103.819836
1047,Singapore,Malayalam,99.0,0.16,96.0,96.0,1.352083,103.819836
1048,Singapore,Punjabi,93.0,0.15,96.0,96.0,1.352083,103.819836
1049,Slovakia,Slovak,4900000.0,90.0,100.0,100.0,48.669026,19.699024
1050,Slovakia,Czech,2600000.0,47.0,100.0,100.0,48.669026,19.699024
1051,Slovakia,English,1400000.0,26.0,100.0,100.0,48.669026,19.699024
1052,Slovakia,German,1200000.0,22.0,100.0,100.0,48.669026,19.699024
1053,Slovakia,Hungarian,600.0,11.0,100.0,100.0,48.669026,19.699024
1054,Slovakia,Ukrainian,100.0,1.9,100.0,100.0,48.669026,19.699024
1055,Slovakia,Polish,51.0,0.93,100.0,100.0,48.669026,19.699024
1056,Slovenia,Slovenian,1800000.0,87.0,100.0,100.0,46.151241,14.995463
1057,Slovenia,Croatian,1300000.0,61.0,100.0,100.0,46.151241,14.995463
1058,Slovenia,English,1200000.0,59.0,100.0,100.0,46.151241,14.995463
1059,Slovenia,German,880.0,42.0,100.0,100.0,46.151241,14.995463
1060,Slovenia,Hungarian,93.0,0.44,100.0,100.0,46.151241,14.995463
1061,Slovenia,Italian,4.0,0.19,100.0,100.0,46.151241,14.995463
1062,Solomon Islands,English,690.0,100.0,84.0,84.0,-9.64571,160.156194
1063,Solomon Islands,Roviana,96.0,1.4,84.0,84.0,-9.64571,160.156194
1064,Somalia,Somali,9200000.0,78.0,38.0,38.0,5.152149,46.199616
1065,Somalia,Arabic,4000000.0,34.0,99.0,99.0,5.152149,46.199616
1066,Somalia,Swahili,240.0,2.0,38.0,38.0,5.152149,46.199616
1067,Somalia,Oromo,49.0,0.42,38.0,38.0,5.152149,46.199616
1068,South Africa,English,18000000.0,31.0,99.0,99.0,-30.559482,22.937506
1069,South Africa,Zulu,14000000.0,24.0,50.0,50.0,-30.559482,22.937506
1070,South Africa,Xhosa,10000000.0,18.0,50.0,50.0,-30.559482,22.937506
1071,South Africa,Afrikaans,7300000.0,13.0,99.0,99.0,-30.559482,22.937506
1072,South Africa,Northern Sotho,5300000.0,9.4,50.0,50.0,-30.559482,22.937506
1073,South Africa,Tswana,4600000.0,8.2,50.0,50.0,-30.559482,22.937506
1074,South Africa,Southern Sotho,4500000.0,7.9,50.0,50.0,-30.559482,22.937506
1075,South Africa,Tsonga,2500000.0,4.4,50.0,50.0,-30.559482,22.937506
1076,South Africa,Swati,1500000.0,2.7,50.0,50.0,-30.559482,22.937506
1077,South Africa,Venda,1300000.0,2.3,50.0,50.0,-30.559482,22.937506
1078,South Africa,Hindi,1100000.0,2.0,69.0,69.0,-30.559482,22.937506
1079,South Africa,South Ndebele,900.0,1.6,50.0,50.0,-30.559482,22.937506
1080,South Africa,Swahili,1.0,18.0,50.0,50.0,-30.559482,22.937506
1081,South Korea,Korean,52000000.0,100.0,98.0,98.0,35.907757,127.766922
1082,Spain,Spanish,50000000.0,99.0,98.0,98.0,40.463667,-3.74922
1083,Spain,English,12000000.0,24.0,98.0,98.0,40.463667,-3.74922
1084,Spain,Catalan,8500000.0,17.0,98.0,98.0,40.463667,-3.74922
1085,Spain,Galician,3500000.0,7.0,98.0,98.0,40.463667,-3.74922
1086,Spain,Basque,1000000.0,2.0,98.0,98.0,40.463667,-3.74922
1087,Spain,Asturian,650.0,1.3,98.0,98.0,40.463667,-3.74922
1088,Spain,Extremaduran,250.0,0.49,98.0,98.0,40.463667,-3.74922
1089,Spain,Aragonese,26.0,52.0,98.0,98.0,40.463667,-3.74922
1090,Sri Lanka,Sinhala,16000000.0,68.0,91.0,91.0,7.873054,80.771797
1091,Sri Lanka,Tamil,3400000.0,15.0,91.0,91.0,7.873054,80.771797
1092,Sri Lanka,English,2300000.0,10.0,91.0,91.0,7.873054,80.771797
1093,Sudan,Arabic,28000000.0,61.0,72.0,72.0,12.862807,30.217636
1094,Sudan,English,28000000.0,61.0,72.0,72.0,12.862807,30.217636
1095,Sudan,Beja,2500000.0,5.4,72.0,72.0,12.862807,30.217636
1096,Sudan,Fur,1200000.0,2.7,72.0,72.0,12.862807,30.217636
1097,Sudan,Hausa (Arabic),820.0,1.8,72.0,72.0,12.862807,30.217636
1098,Sudan,Masalit,450.0,0.99,72.0,72.0,12.862807,30.217636
1099,Sudan,Nobiin,380.0,0.83,72.0,72.0,12.862807,30.217636
1100,Sudan,Zaghawa,230.0,0.51,72.0,72.0,12.862807,30.217636
1101,Suriname,Dutch,550.0,90.0,95.0,95.0,3.919305,-56.027783
1102,Suriname,Sranan Tongo,410.0,68.0,75.0,75.0,3.919305,-56.027783
1103,Suriname,Traditional Chinese,67.0,1.1,95.0,95.0,3.919305,-56.027783
1104,Sweden,Swedish,9700000.0,95.0,99.0,99.0,60.128161,18.643501
1105,Sweden,English,8800000.0,86.0,99.0,99.0,60.128161,18.643501
1106,Sweden,Finnish,220.0,2.2,99.0,99.0,60.128161,18.643501
1107,Sweden,Tornedalen Finnish,56.0,0.55,99.0,99.0,60.128161,18.643501
1108,Sweden,Northern Sami,34.0,0.33,99.0,99.0,60.128161,18.643501
1109,Sweden,Tavringer Romani,95.0,93.0,99.0,99.0,60.128161,18.643501
1110,Sweden,Yiddish,3.0,29.0,99.0,99.0,60.128161,18.643501
1111,Sweden,Lule Sami,15.0,15.0,99.0,99.0,60.128161,18.643501
1112,Sweden,Southern Sami,300.0,29.0,75.0,75.0,60.128161,18.643501
1113,Sweden,Interlingua,0.0,0.0,,,60.128161,18.643501
1114,Switzerland,German,6100000.0,73.0,99.0,99.0,46.818188,8.227512
1115,Switzerland,Swiss German,5500000.0,65.0,99.0,5.0,46.818188,8.227512
1116,Switzerland,English,5100000.0,61.0,99.0,99.0,46.818188,8.227512
1117,Switzerland,French,1800000.0,21.0,99.0,99.0,46.818188,8.227512
1118,Switzerland,Italian,360.0,4.3,99.0,99.0,46.818188,8.227512
1119,Switzerland,Lombard,340.0,4.1,99.0,5.0,46.818188,8.227512
1120,Switzerland,Portuguese,290.0,3.4,99.0,99.0,46.818188,8.227512
1121,Switzerland,Romansh,42.0,0.5,99.0,99.0,46.818188,8.227512
1122,Switzerland,Sinte Romani,24.0,0.29,99.0,99.0,46.818188,8.227512
1123,Switzerland,Walser,10.0,0.12,99.0,99.0,46.818188,8.227512
1124,Syria,Arabic,16000000.0,80.0,84.0,84.0,34.802075,38.996815
1125,Syria,Kurdish,1600000.0,8.0,84.0,84.0,34.802075,38.996815
1126,Syria,French,1100000.0,5.9,84.0,84.0,34.802075,38.996815
1127,Syria,Armenian,350.0,1.8,84.0,84.0,34.802075,38.996815
1128,Syria,Syriac,16.0,84.0,84.0,5.0,34.802075,38.996815
1129,Taiwan,Traditional Chinese,22000000.0,95.0,96.0,96.0,23.69781,120.960515
1130,Taiwan,Taroko,47.0,20.0,96.0,96.0,23.69781,120.960515
1131,Tajikistan,Tajik,8900000.0,100.0,100.0,100.0,38.861034,71.276093
1132,Tajikistan,Russian,1100000.0,12.0,100.0,100.0,38.861034,71.276093
1133,Tajikistan,Persian,69.0,0.78,100.0,100.0,38.861034,71.276093
1134,Tajikistan,Arabic,980.0,11.0,100.0,100.0,38.861034,71.276093
1135,Tanzania,Swahili,53000000.0,90.0,68.0,68.0,-6.369028,34.888822
1136,Tanzania,English,40000000.0,69.0,68.0,68.0,-6.369028,34.888822
1137,Tanzania,Sukuma,5100000.0,8.7,68.0,68.0,-6.369028,34.888822
1138,Tanzania,Nyamwezi,1900000.0,3.3,68.0,68.0,-6.369028,34.888822
1139,Tanzania,Makonde,1500000.0,2.5,68.0,68.0,-6.369028,34.888822
1140,Tanzania,Bena,1000000.0,1.7,68.0,68.0,-6.369028,34.888822
1141,Tanzania,Shambala,1000000.0,1.7,68.0,68.0,-6.369028,34.888822
1142,Tanzania,Masai,880.0,1.5,50.0,50.0,-6.369028,34.888822
1143,Tanzania,Mbunga,820.0,1.4,68.0,68.0,-6.369028,34.888822
1144,Tanzania,Asu,700.0,1.2,68.0,68.0,-6.369028,34.888822
1145,Tanzania,Langi,510.0,0.87,68.0,68.0,-6.369028,34.888822
1146,Tanzania,Machame,430.0,0.74,68.0,68.0,-6.369028,34.888822
1147,Tanzania,Rombo,430.0,0.74,68.0,68.0,-6.369028,34.888822
1148,Tanzania,Vunjo,430.0,0.74,68.0,68.0,-6.369028,34.888822
1149,Tanzania,Rwa,130.0,0.22,68.0,68.0,-6.369028,34.888822
1150,Tanzania,Sangu,120.0,0.2,1.0,1.0,-6.369028,34.888822
1151,Thailand,Thai,55000000.0,80.0,93.0,93.0,15.870032,100.992541
1152,Thailand,English,19000000.0,27.0,94.0,94.0,15.870032,100.992541
1153,Thailand,Northeastern Thai,17000000.0,24.0,94.0,5.0,15.870032,100.992541
1154,Thailand,Northern Thai,6600000.0,9.6,93.0,5.0,15.870032,100.992541
1155,Thailand,Southern Thai,5500000.0,8.0,93.0,5.0,15.870032,100.992541
1156,Thailand,Pattani Malay,3400000.0,5.0,94.0,94.0,15.870032,100.992541
1157,Thailand,Traditional Chinese,1200000.0,1.8,94.0,94.0,15.870032,100.992541
1158,Thailand,Northern Khmer,1200000.0,1.7,94.0,94.0,15.870032,100.992541
1159,Thailand,Kuy,330.0,0.48,50.0,50.0,15.870032,100.992541
1160,Thailand,Mon,120.0,0.17,94.0,94.0,15.870032,100.992541
1161,Thailand,Shan,66.0,96.0,94.0,94.0,15.870032,100.992541
1162,Thailand,Western Lawa,69.0,10.0,25.0,25.0,15.870032,100.992541
1163,Thailand,Eastern Lawa,69.0,10.0,94.0,94.0,15.870032,100.992541
1164,Timor-Leste,Portuguese,820.0,59.0,100.0,100.0,-8.874217,125.727539
1165,Timor-Leste,Tetum,820.0,59.0,58.0,58.0,-8.874217,125.727539
1166,Togo,French,5300000.0,61.0,60.0,60.0,8.619543,0.824782
1167,Togo,Ewe,1500000.0,17.0,60.0,60.0,8.619543,0.824782
1168,Togo,Ifè,110.0,1.3,15.0,15.0,8.619543,0.824782
1169,Tokelau,English,13.0,78.0,94.0,94.0,-8.967363,-171.855881
1170,Tokelau,Tokelau,13.0,78.0,94.0,5.0,-8.967363,-171.855881
1171,Tonga,Tongan,100.0,95.0,99.0,99.0,-21.178986,-175.198242
1172,Tonga,English,30.0,28.0,99.0,99.0,-21.178986,-175.198242
1173,Tunisia,Tunisian Arabic,11000000.0,90.0,79.0,79.0,33.886917,9.537499
1174,Tunisia,Arabic,11000000.0,90.0,79.0,79.0,33.886917,9.537499
1175,Tunisia,French,8700000.0,74.0,79.0,79.0,33.886917,9.537499
